date,open,high,low,close,Adj Close,volume,SMA,WMA,MOM,RSI,WilliamK,MACD,CCI,acc_dist,AD21,Arronup,AroonDown,AroonOscillator,ATR,Pivot_Point,Resistance_1,Resistance_2,Resistance_3,Support_1,Support_2,Support_3,SO%k,On_Balance_Volume,y
2013-06-04,687.299988,693.799988,681.0,689.150024,652.737488,1404081.0,,,,,,12.195464005093982,,-808699.4059953677,-226249.8788781386,,,,0.0,687.9833373333335,694.9666746666669,700.7833253333333,707.7666626666669,682.1666866666669,675.1833493333335,669.3666986666669,0.6367212219261487,568450.0,-1
2013-06-05,682.0,694.400024,678.5,683.049988,657.420105,1890919.0,,,,,,12.195464005093982,,1326521.3739900864,315596.75874855276,,,,19.5,685.3166706666667,692.1333413333334,701.2166946666666,708.0333653333334,676.2333173333334,669.4166466666667,660.3332933333334,0.2861623353524483,-1322469.0,-1
2013-06-06,683.5,689.400024,678.0,687.950012,651.925232,1779103.0,,,,,,12.195464005093982,,-260195.4824913981,161453.8100440148,,,,15.90002400000003,685.1166786666666,692.2333573333333,696.5167026666668,703.6333813333333,680.8333333333333,673.7166546666666,669.4333093333332,0.8728062326886319,456634.0,+1
2013-06-07,681.75,693.400024,673.200012,682.200012,646.1437990000001,2389056.0,,,,,,12.195464005093982,,-636796.2699261873,-13384.386075124978,,,,11.40002400000003,682.9333493333334,692.6666866666667,703.1333613333334,712.8666986666667,672.4666746666667,662.7333373333333,652.2666626666667,0.4455442897756691,-1932422.0,-1
2013-06-10,681.049988,687.0,671.5,676.150024,646.334839,1592003.0,,,,,,12.195464005093982,,1517101.4736214965,272254.1626916274,,,,20.200012000000015,678.2166746666667,684.9333493333334,693.7166746666667,700.4333493333334,669.4333493333334,662.7166746666667,653.9333493333334,0.30000154838709875,-3524425.0,-1
2013-06-11,673.450012,680.900024,662.200012,676.349976,635.393066,2955215.0,,,,,,12.195464005093982,,-336487.50268855685,172698.23701818864,,,,15.5,673.150004,684.0999959999999,691.8500160000001,702.8000079999999,665.3999839999999,654.449992,646.6999719999999,0.7566820812735277,-569210.0,+1
2013-06-12,662.0,673.400024,658.450012,664.900024,634.4851679999999,2453913.0,,,,,,12.195464005093982,,3165979.15206959,610527.806901738,,,,18.700012000000015,665.5833533333333,672.7166946666666,680.5333653333334,687.6667066666666,657.7666826666666,650.6333413333333,642.8166706666666,0.4314385834606694,-3023123.0,-1
2013-06-13,657.599976,661.0,653.349976,663.950012,631.257019,1787434.0,,,,,,12.195464005093982,,-7175942.624035086,-424098.271566519,,,,17.899963999999954,659.4333293333333,665.5166826666666,667.0833533333334,673.1667066666666,657.8666586666666,651.7833053333333,650.2166346666666,1.3856212738678995,-4810557.0,-1
2013-06-14,662.0,668.450012,659.299988,655.099976,640.8449099999999,3741303.0,677.9300048000001,671.4154573818182,,,,12.195464005093982,,978933.0291718865,-252658.05572520616,,,,11.55004800000006,660.949992,662.5999959999999,670.1000160000001,671.75002,653.4499719999999,651.7999679999999,644.2999479999999,-0.45901650094032553,-8551860.0,-1
2013-06-17,665.599976,669.200012,657.349976,665.049988,643.0612179999999,3267727.0,674.3850036,669.0736361454545,-35.450012000000015,,,12.195464005093982,,2800466.310860293,93823.18663935969,,,,9.15002400000003,663.8666586666667,670.3833413333334,675.7166946666666,682.2333773333335,658.5333053333334,652.0166226666666,646.6832693333333,0.6497880681543909,-5284133.0,+1
2013-06-18,668.0,668.0,655.0,667.349976,633.5215450000001,3111642.0,672.2049988000001,667.7945402181817,-21.80004800000006,,,12.195464005093982,,-798053.731257584,-943.7546551901772,,,,14.100036000000046,663.449992,671.8999839999999,676.4499919999998,684.8999839999999,658.8999839999999,650.449992,645.8999839999999,0.9499981538461515,-2172491.0,+1
2013-06-19,656.099976,666.599976,652.849976,657.450012,640.9895019999999,2411739.0,669.6450012000001,665.1118153454545,-25.59997599999997,,,12.195464005093982,,5766513.564321334,576756.2546229864,,,,13.0,658.9666546666666,665.0833333333333,672.7166546666667,678.8333333333333,651.3333333333333,645.2166546666666,637.5833333333333,0.33454807272727605,-4584230.0,-1
2013-06-20,658.849976,658.849976,634.599976,665.200012,613.43042,3784511.0,667.3700012000002,664.3036354909091,-22.75,40.0897220582106,,9.748054542304885,,197684.536405903,540755.9704301645,,,,14.5,652.8833213333334,671.1666666666667,677.1333213333332,695.4166666666667,646.9166666666667,628.6333213333334,622.6666666666667,1.261857154639177,-799719.0,+1
2013-06-21,636.799988,642.549988,630.099976,636.599976,612.129517,4474961.0,662.8099976000001,658.7090854545454,-45.600036000000046,22.659977398672567,-10.756979651116358,6.565140112316726,,3438328.200810793,802954.4381386614,,,,24.25,636.4166466666667,642.7333173333334,648.8666586666668,655.1833293333334,630.2833053333334,623.9666346666667,617.8332933333334,0.522087850196449,-5274680.0,-1
2013-06-24,631.799988,633.849976,623.75,635.25,602.5898440000001,2692013.0,658.7199952,653.6981768,-40.90002400000003,22.135820886139683,-9.93450144704731,2.3121093514004087,,-3523189.719765357,428355.7530393736,,,,35.100036000000046,630.949992,638.1499839999999,641.0499679999998,648.2499599999999,628.0500079999999,620.850016,617.950032,1.1386165670096675,-7966693.0,-1
2013-06-25,626.0,646.400024,622.400024,625.349976,610.9250490000001,4671608.0,653.6199952000001,647.6309005818181,-51.0,18.512375141939998,-11.59725314354372,-1.9982329325694081,,1535784.8178495325,520458.8320710463,,,,12.84997599999997,631.3833413333333,640.3666586666666,655.3833413333332,664.3666586666666,616.3666586666666,607.3833413333333,592.3666586666666,0.12291466666666413,-12638301.0,-1
2013-06-26,631.5,637.650024,620.0,634.0,600.180847,2619005.0,650.5299928,644.0636287272727,-30.90002400000003,30.055164163577004,-9.993274159087186,-5.435372916471351,,-6528455.6674674135,-44481.87409936115,,,,24.0,630.550008,641.1000160000001,648.2000320000002,658.7500400000001,623.4499920000001,612.899984,605.799968,0.7932000545721624,-10019296.0,+1
2013-06-27,634.0,652.700012,622.349976,622.849976,622.9700320000001,6750890.0,646.4199892,639.0308983999998,-41.100036000000046,24.825005657490138,-11.869119305419149,-9.765027328058864,,-6407897.803636461,-537383.4074347401,,,,17.65002400000003,632.6333213333334,642.9166666666667,662.9833573333335,673.2667026666668,612.5666306666667,602.2832853333333,582.2165946666667,0.01647444503854952,-16770186.0,-1
2013-06-28,649.5,673.200012,649.099976,646.5,645.132996,5270670.0,645.5599916,639.0454458181817,-8.59997599999997,47.2786180878064,-6.887755102040815,-11.72737567519357,,92067.16871743073,-490139.0361290709,,,,30.350036000000046,656.2666626666667,663.4333493333334,680.3666986666667,687.5333853333334,639.3333133333333,632.1666266666666,615.2332773333333,-0.10788266042424023,-11499516.0,+1
2013-07-01,669.0,674.0,664.650024,669.5,644.4102780000001,2459671.0,646.0049928,643.3981746181818,4.450012000000015,60.51317007191712,-1.9591035452509329,-12.633142253910137,,2295788.0,-287048.9102105071,,,,50.350036000000046,669.3833413333333,674.1166586666666,678.7333173333332,683.4666346666666,664.7666826666666,660.0333653333333,655.4167066666666,0.5187153421570264,-9039845.0,+1
2013-07-02,668.700012,668.75,654.299988,668.75,632.6542360000001,2295788.0,646.1449952,647.5336304727273,1.4000240000000304,59.94696856703664,-0.9130434782608696,-12.392931008618007,,4462068.577184772,49907.56725153991,,,,27.5,663.9333293333333,673.5666706666666,678.3833413333334,688.0166826666666,659.1166586666666,649.4833173333333,644.6666466666666,1.0,-11335633.0,-1
2013-07-03,654.0,654.700012,643.599976,656.549988,626.969055,3346565.0,646.0549928,649.4254473454545,-0.9000240000000304,50.99189482966956,-3.0347846956521765,-14.14307202054647,,-377515.54924595123,20335.303235743224,,,,15.200012000000015,651.6166586666667,659.6333413333334,662.7166946666666,670.7333773333335,648.5333053333334,640.5166226666666,637.4332693333333,1.166663963972726,-14682198.0,-1
2013-07-04,653.799988,657.450012,645.700012,650.650024,631.305359,2397765.0,644.5999940000002,650.2609075636364,-14.549987999999985,47.06843918155908,-4.060865391304342,-16.67339753299916,,-3507645.3177577443,-218097.57851115527,,,,25.15002400000003,651.2666826666667,656.8333533333334,663.0166826666666,668.5833533333334,645.0833533333334,639.5166826666667,633.3333533333334,0.42127761702127786,-17079963.0,-1
2013-07-05,660.099976,672.75,658.5,655.150024,643.446716,2385874.0,646.4549988,652.1790948363637,18.55004800000006,50.42533920650147,-3.2782566956521686,-17.8091614426678,,1865477.095672571,-80331.15515157767,,,,11.75,662.1333413333333,665.7666826666666,676.3833413333332,680.0166826666666,651.5166826666666,647.8833413333333,637.2666826666666,-0.23508603508771717,-14694089.0,+1
2013-07-08,664.0,667.450012,652.75,667.75,636.412415,1792324.0,649.7049987999999,656.0509132363636,32.5,58.85557649984793,-1.0869565217391304,-19.55710641799817,,-2293396.4329161216,-223696.77834782025,0.0,68.0,,22.09997599999997,662.650004,672.5500079999999,677.3500159999999,687.25002,657.8499959999999,647.949992,643.1499839999999,1.0204073302797294,-12901765.0,+1
2013-07-09,662.200012,673.75,662.200012,660.450012,645.90387,1760048.0,653.2150024,658.004552,35.100036000000046,52.847880389658684,-2.3565196521739105,-17.724193812303838,,1422042.3019403073,-119104.8214464011,4.0,64.0,-68.0,14.700012000000015,665.4666746666667,668.7333373333333,677.0166626666667,680.2833253333333,657.1833493333334,653.9166866666667,645.6333613333334,-0.1515153089336545,-14661813.0,-1
2013-07-10,670.25,671.900024,656.150024,670.299988,635.304199,1784645.0,656.8450012000001,661.1109130181818,36.299987999999985,59.31377559227327,-0.6434803478260896,-13.575851049930634,,-4382264.90184263,-385225.7871985,0.0,60.0,-60.0,11.549987999999985,666.1166786666666,676.0833333333333,681.8666786666668,691.8333333333333,660.3333333333333,650.3666786666666,644.5833333333333,0.8984104126984098,-12877168.0,+1
2013-07-11,667.0,686.700012,666.049988,659.299988,658.382568,2649892.0,660.4900024000001,661.5572742545454,36.450012000000015,50.40694420228326,-4.6622466293228575,-8.363201205710538,,-3195798.257914573,-557743.8544050928,4.0,56.00000000000001,-60.0,15.75,670.6833293333333,675.3166706666666,691.3333533333332,695.9666946666666,654.6666466666666,650.0333053333333,634.0166226666665,-0.3268761334127258,-15527060.0,-1
2013-07-12,687.0,697.700012,681.799988,683.25,670.4276120000001,3908713.0,664.1650024000002,665.6954556363636,36.75,63.991232157922575,-2.413564675191624,-3.041971014469823,,1431272.4634116453,-437568.4700306902,0.0,52.0,-52.00000000000001,20.65002400000003,687.5833333333334,693.3666786666668,703.4833573333333,709.2667026666668,677.4666546666667,671.6833093333333,661.5666306666667,0.09119558561672689,-11618347.0,+1
2013-07-15,691.0,698.049988,684.0,695.75,670.1384889999999,2127972.0,666.7900024,671.4381824727272,26.25,69.09001976512715,-0.38393924481640834,4.276846572362047,,7294632.933178512,22719.13691718579,96.0,48.0,-52.0,38.40002400000003,692.5999959999999,701.1999919999998,706.6499839999999,715.2499799999998,687.1500039999999,678.5500079999999,673.1000159999999,0.8362996466616208,-9490375.0,+1
2013-07-16,679.0,684.5,669.950012,695.450012,653.9981690000001,2911846.0,669.4600036,676.6490933090909,26.700012000000015,68.82017363073314,-0.4340165348605215,8.478858837006555,,4936143.145991415,311149.2961936113,96.0,44.0,48.0,14.799987999999985,683.300008,696.6500040000001,697.8499960000001,711.1999920000001,682.1000160000001,668.7500200000001,667.5500280000001,1.7525787650134164,-12402221.0,-1
2013-07-17,677.799988,680.799988,647.900024,678.700012,638.773254,5658497.0,671.675006,678.3290948363637,22.15002400000003,54.98450786646299,-3.230110406078494,9.349211936587153,,-2127534.486703446,169864.25239057635,92.0,40.0,52.0,25.799987999999985,669.1333413333333,690.3666586666666,702.0333053333334,723.2666226666665,657.4666946666666,636.2333773333334,624.5667306666667,0.9361708724058186,-18060718.0,-1
2013-07-18,669.900024,688.5,656.950012,662.900024,659.20166,3415970.0,672.9000060000001,676.7336435636364,12.25,45.11314242261479,-5.867617845607896,9.241953782511928,50.17211606887651,513564.89552970335,189531.0847028601,88.0,36.0,52.0,47.549987999999985,669.450012,681.950012,701.0,713.5,650.400024,637.900024,618.850036,0.18858999249064748,-21476688.0,-1
2013-07-19,688.049988,691.950012,673.150024,684.099976,655.2507929999999,3114605.0,675.7950012000001,678.7700017454547,28.94995199999994,57.05077583390599,-2.3286891377084906,11.341953385482384,102.62859813751558,-440483.99999999994,153900.34654917158,84.0,32.0,52.0,31.549987999999985,683.0666706666667,692.9833173333334,701.8666586666668,711.7833053333334,674.1833293333334,664.2666826666667,655.3833413333334,0.5824446270923124,-18362083.0,+1
2013-07-22,676.0,687.0,676.0,680.0,657.226257,1615108.0,677.0200012,679.5345469818182,12.25,54.410049850821274,-3.0131021386482333,13.832527199666856,76.04907367254877,-1439462.8123796936,64776.447700853314,80.0,28.000000000000004,52.0,29.049987999999985,681.0,686.0,692.0,697.0,675.0,670.0,664.0,0.36363636363636365,-19977191.0,-1
2013-07-23,687.900024,690.0,681.049988,682.049988,658.719788,1853696.0,679.1799987999999,680.4490900363636,21.59997599999997,55.595828074560444,-2.670895638178362,16.63176238227311,74.9049139020745,6127812.193556612,400391.82517026225,76.0,24.0,52.0,11.0,684.3666586666667,687.6833293333334,693.3166706666668,696.6333413333334,678.7333173333334,675.4166466666667,669.7833053333334,0.11173169376756124,-18123495.0,+1
2013-07-24,674.0,676.0,653.5,683.599976,635.930603,3657187.0,680.5099976,681.2527222545455,13.299987999999985,56.581060038497526,-2.4121546264015645,18.08224234449483,9.42753507745931,962181.4253851254,431184.47985107894,72.0,20.0,52.0,10.0,671.0333253333333,688.5666506666666,693.5333253333333,711.0666506666666,666.0666506666666,648.5333253333333,643.5666506666666,1.3377767111111099,-14466308.0,+1
2013-07-25,660.650024,666.0,650.150024,659.950012,630.052551,4066814.0,680.5750000000002,677.5145430545455,0.6500240000000304,40.687379162769936,-6.360066232068762,19.48069216427632,-45.706432410151855,1723895.4560052524,501383.3299268444,68.0,16.0,52.0,28.549987999999985,658.700012,667.25,674.549988,683.099976,651.400024,642.850036,635.5500480000001,0.618296709092809,-18533122.0,-1
2013-07-26,656.0,656.25,638.0,653.849976,620.6574099999999,2339123.0,677.6349976,672.6554477818182,-29.40002400000003,37.54835842585643,-7.378351203639457,19.937069005338117,-80.76933094211599,4345316.96536142,708291.7929571099,64.0,12.0,52.0,33.44995199999994,649.3666586666667,660.7333173333334,667.6166586666668,678.9833173333334,642.4833173333334,631.1166586666667,624.2333173333334,0.8684918356164367,-20872245.0,-1
2013-07-29,643.0,643.0,629.650024,644.099976,609.479614,3730556.0,672.4699952,666.5581711272728,-51.65002400000003,32.871312465097915,-9.005928233154394,19.927162090176694,-110.8866696319316,2440299.4952561175,800746.9416957807,60.0,8.0,52.0,21.950012000000015,638.9166666666666,648.1833093333332,652.2666426666665,661.5332853333332,634.8333333333333,625.5666906666667,621.4833573333333,1.0823953541189866,-24602801.0,-1
2013-07-30,630.75,635.0,620.099976,632.5,602.5898440000001,3672771.0,666.174994,659.2908992727273,-62.950012000000015,28.07128843850755,-10.942323564490247,16.155371014183515,-131.94184476419454,9901665.375312312,1282736.852790869,56.00000000000001,4.0,52.0,24.19995199999994,629.199992,638.3000079999999,644.1000159999999,653.200032,623.3999839999999,614.2999679999999,608.4999599999999,0.8322150353583326,-28275572.0,-1
2013-07-31,621.0,621.799988,606.900024,625.349976,587.5576169999999,6706130.0,660.8399904,651.8681687272727,-53.350036000000046,25.43024675091621,-12.135884059144663,9.472659221400363,-151.50492707294643,-7084765.424857468,842890.586972815,52.0,0.0,52.00000000000001,24.0,618.0166626666667,629.1333013333333,632.9166266666666,644.0332653333332,614.2333373333333,603.1166986666667,599.3333733333334,1.2382548038371097,-34981702.0,-1
2013-08-01,613.900024,637.799988,612.400024,609.75,609.1905519999999,5861652.0,655.524988,642.5790795636364,-53.15002400000003,20.560458819295548,-14.740003300025103,2.4162909295437203,-126.78595174875797,1730965.4045453458,889243.505354165,48.0,96.0,52.0,25.59997599999997,619.9833373333333,627.5666506666666,645.3833013333333,652.9666146666666,602.1666866666667,594.5833733333334,576.7667226666667,-0.104331801415153,-40843354.0,-1
2013-08-02,630.0,634.799988,626.849976,632.200012,608.275085,5003962.0,650.3349916,638.3381748363636,-51.899963999999954,39.72629986841253,-10.992400854534358,-3.004396672890607,-86.08014228542771,2003179.9910378498,946995.9678801411,44.0,92.0,-48.0,25.399963999999954,631.2833253333333,635.7166746666667,639.2333373333333,643.6666866666667,627.7666626666667,623.3333133333333,619.8166506666666,0.672959487356753,-35839392.0,+1
2013-08-05,631.549988,635.450012,615.0,631.25,609.672302,3399593.0,645.4599916,634.8681763636363,-48.75,39.26376601139827,-10.236952655631283,-5.110899778010662,-94.11030942852001,5444931.334829477,1178712.2837160684,40.0,88.0,-48.0,25.049987999999985,627.2333373333333,639.4666746666667,647.6833493333334,659.9166866666667,619.0166626666667,606.7833253333333,598.5666506666666,0.7946205606138513,-39238985.0,-1
2013-08-06,631.0,631.349976,606.5,632.700012,586.497742,4911295.0,640.524994,632.5481800727273,-49.34997599999997,40.484127870195906,-9.992410624995484,-8.947568144368233,-96.65345538468755,1169569.61574072,1178244.1264401567,36.0,84.0,-48.0,20.450012000000015,623.5166626666667,640.5333253333333,648.3666386666666,665.3833013333333,615.6833493333334,598.6666866666667,590.8333733333334,1.0543274568957348,-34327690.0,+1
2013-08-07,609.950012,614.349976,600.0,608.650024,579.318848,5689114.0,633.0299988,626.7527309818182,-74.94995199999994,29.240307924590354,-14.048399749421034,-13.287499757562045,-124.35855132392604,-4413819.624646392,893535.6635358443,32.0,96.0,-48.0,24.84997599999997,607.6666666666666,615.3333333333333,622.0166426666665,629.6833093333332,600.9833573333333,593.3166906666667,586.6333813333333,0.6027901370706159,-40016804.0,-1
2013-08-08,604.0,617.5,600.0,601.200012,588.280396,5115362.0,627.1549988000002,620.9654606545455,-58.75,26.59974465963097,-15.30483146360068,-19.382848068482417,-108.34848622592378,3731386.3026586836,1037234.6444231011,28.000000000000004,96.0,-64.0,32.700012000000015,606.2333373333333,612.4666746666667,623.7333373333333,629.9666746666667,594.9666746666667,588.7333373333333,577.4666746666667,0.06857211428571515,-45132166.0,-1
2013-08-12,610.049988,610.799988,598.650024,610.5,580.2824099999999,3925217.0,622.8200012,617.9372790545455,-43.34997599999997,35.048231613039704,-13.451776649746192,-26.46941841440014,-92.07705473442316,-2558438.682799874,856100.770586387,24.0,92.0,-68.0,17.5,606.650004,614.6499839999999,618.7999679999998,626.7999479999999,602.50002,594.50004,590.350056,0.9753095564727611,-41206949.0,+1
2013-08-13,603.849976,624.799988,598.150024,602.200012,597.916382,3675598.0,618.6300047999999,614.1881901090909,-41.899963999999954,31.334220144953093,-14.856173942470384,-30.79909719218756,-74.40049189617113,2074026.2170335855,917153.9443619929,20.0,96.0,-68.0,12.149963999999954,608.3833413333333,618.6166586666666,635.0333053333334,645.2666226666665,591.9666946666666,581.7333773333334,565.3167306666667,0.1519697362442963,-44882547.0,-1
2013-08-14,622.0,623.650024,608.650024,620.5,598.735413,3575927.0,617.4300047999999,614.5281892363637,-12.0,45.91485346171018,-9.618717504332755,-33.45288131597863,-45.973314274527745,6769077.924141395,1209139.2067958144,16.0,96.0,-76.0,26.649963999999954,617.600016,626.5500079999999,632.6000159999999,641.5500079999999,611.5500079999999,602.600016,596.5500079999999,0.789998399999998,-41306620.0,+1
2013-08-16,614.0,622.0,584.900024,621.349976,566.50293,7014892.0,617.0300048,615.2409112727272,-4.0,46.52341356017566,-7.874783774250446,-35.47827449183433,-54.230009115447224,4621769.663851178,1378661.595242759,12.0,92.0,-80.0,21.450012000000015,609.4166666666666,633.9333093333332,646.5166426666665,671.0332853333332,596.8333333333333,572.3166906666667,559.7333573333333,0.9824791261320485,-34291728.0,+1
2013-08-19,587.0,588.599976,570.299988,587.900024,563.4193730000001,5004610.0,614.8450072,609.9445511272727,-21.84997599999997,30.791224292300484,-12.265585643786446,-36.33082064198584,-95.66172871499937,3573188.557413441,1487216.5527882436,8.0,96.0,-80.0,37.09997599999997,582.2666626666667,594.2333373333333,600.5666506666666,612.5333253333333,575.9333493333334,563.9666746666667,557.6333613333334,0.9617512317494449,-39296338.0,-1
